Index_Place,City,Name_SMEs,General_Category,Specialty,Price_Range,Rating,Goods,Description,Contact
BD_32,Bandung,Mie Kocok Persib Gorowok,F&B,Mie Kocok,25.000-50.000,4.5,Main Course,Mie Kocok Persib Gorowok menjual mie kocok yang lezat dengan daging yang empuk dengan topping daging yang banyak.,081321181900
BD_33,Bandung,Nasi Kuning Sumur Bandung,F&B,Nasi Kuning,<25.000,4.5,Street Food,"Nasi Kuning Sumur Bandung menyediakan nasi kuning lezat dengan ati ampela dan ayam yang lezat. Selain itu, Nasi Kuning Sumur Bandung juga menjual tempe kering secara terpisah yang renyah dan dapat dikonsmsi kapanpun.",081394482609
BD_34,Bandung,Nasi Kuning dan Uduk Pandu Ny. Shelvy,F&B,Nasi Kuning,<25.000,4.6,Street Food,"Nasi Kuning dan Uduk Pandu Ny. Shelvy menyediakan nasi kuning dengan daging rendang nikmat. Selain daging rendang, ada juga tongkol balado, gepuk suir, dan berbagai lauk yang dapat dipilih sesuai dengan selera.",082217489676
BD_35,Bandung,Mie Roemah,F&B,Mie,25.000-50.000,4.6,Main Course,Mie Roemah menyediakan mie rumahan dengan tekstur yang wangi dan kenyal dilengkapi dengan kuah hangat dan beberapa pilihan gorengan yang cocok untuk dimakan secara bersamaan.,(022) 5227295
BD_36,Bandung,Seafood Kiloan Bang Bopak,F&B,Seafood,>50.000,4.2,Main Course,"Seafood Kiloan Bang Bopak menyediakan pilihan ikan, cumi, kerang, dan makanan laut lainnya yang segar dan cocok untuk dinikmati bersama keluarga atau teman terkasih.",088224462650
BD_37,Bandung,Nasi Kalong,F&B,Makanan sehat,25.000-50.000,3.9,Main Course,"Nasi Kalong menyediakan pilihan makanan sehat, dilengkapi dengan nasi merah berkualitas dan sayur yang lezat.",081809991500
BD_38,Bandung,Nasi Kuning Pungkur,F&B,Nasi kuning,<25.000,4.5,Street Food,Nasi Kuning Pungkur menyediakan pilihan nasi kuning yang lezat dengan berbagai pilihan lauk.,Jl. Ancol Barat Jl. Pungkur No.216, Ciateul, Kec. Regol, Kota Bandung
BD_39,Bandung,Soto Bandung Pak Simon,F&B,Soto bandung,>50.000,4.6,Main Course,Soto Bandung Pak Simon menyediakan soto daging khas Bandung yang lezat dilengkapi dengan daging yang empuk dan isian yang banyak. Cocok untuk menemani Anda yang kelaparan.,081322771771
BD_40,Bandung,Sekoteng Jahe Roni,F&B,Sekoteng,<25.000,4.3,Street Food,Sekoteng Jahe Roni menjual sekoteng jahe dan kuah jahe susu dengan harga terjangkau. Cocok bagi semua kalangan untuk menghangatkan badan di tengah cuaca yang dingin.,085170326663
BD_41,Bandung,WETAN Store,Craft,"Lanyard, klip kabel kulit",<25.000,4.6,Daily Needs,"WETAN Store mejual berbagai macam kebutuhan berbahan dasar kulit, seperti lanyard kulit dan klip label kulit. Toko ini juga menyediakan berbagai pilihan sepatu pantofel pria. ",https://www.tokopedia.com/wetanstore/product
BD_42,Bandung,My Pantry,Craft,Toples kaca variatif,>50.000,4.8,Household Items,My Pantry menjual bebragai toples kaca bermotif yang cocok untuk menyimpan makanan kering di rumah dengan penuh estetika.,https://www.tokopedia.com/mypantry
BD_43,Bandung,Rumah Gerabah,Craft,Wajan tanah liat,>50.000,4.7,Household Items,"Rumah Gerabah menjual beragam kerajinan tangan tanah liat khususnya wajan, alas makanan, dan kendi tanah liat yang berkualitas. ",081322514690
BD_44,Bandung,Pengrajin Kayu,Craft,Mebel kayu,>50.000,4.3,Household Items,"Pengrajin Kayu menjual mebel kayu seperti relief ukiran, lemari mainan, meja, dan mimbar mesjid yang berkualitas. ",087821006030
BD_45,Bandung,Nana Pengrajin Loyang,Craft,Loyang makanan,25.000-50.000,4.9,Daily Needs,Nana Pengrajin Loyang merupakan salah satu pengrajin loyang kue yang menjual berbagai macam bentuk loyang sesuai dengan kebutuhan Anda. ,085933159923
BD_46,Bandung,Rustic Hut Craft,Craft,Lampion benang,<25.000,5,Souvenir,Rustic Hut Craft menjual lampion benang dengan berbagai ukuran dan warna. ,https://www.instagram.com/rustic.hut/
BD_47,Bandung,Bale Angklung Bandung,Craft,"Angklung, gamelan, alat musik tradisional",>50.000,4.6,Souvenir,Bale Angklung Bandung menjual angklung padaeng dan angklung sebagai pendidikan. ,082214173445
BD_48,Bandung,Giri Harja Galery Art Wayang Golek,Craft,Wayang Golek,>50.000,4.7,Souvenir,Giri Harja Galery Art Wayang Golek menjual berbagai macam wayang golek berkualitas dengan berbagai motif dan busana.,083844703343
BD_49,Bandung,Wayang Golek Bapak Ramdan,Craft,Wayang Golek,>50.000,5,Souvenir,Wayang Golek Bapak Ramdan menjual Wayang Golek dengan beragam bentuk dan ukuran. Bapak Ramdan sendiri merupakan salah satu pengrajin wayang golek yang terkenal di Braga. ,Jl. Morce, Braga, Kec. Sumur Bandung, Kota Bandung
BD_50,Bandung,Bandung Rustik Market,Craft,Kerajinan rotan,>50.000,4.9,Household Items,Badung Rustik menjual berbagai keranjang dan wadah berkualitas yang terbuat dari rotan.,https://www.tokopedia.com/rusticmarketbdg
BD_51,Bandung,Garasi Craft,Craft,Gantungan kunci,<25.000,5,Souvenir,Garasi Craft menjual berbagai gantungan kunci lucu dan imut dalam beragam bentuk dan ukuran. ,081210646684
BD_52,Bandung,The Dreamer Craft,Craft,Gantungan kunci kulit,>50.000,5,Souvenir,"The Dreamer Craft menjual berbagai kerajinan kulit, dengan salah satu spesialisasinya adalah gantungan kunci kulit. Selain itu, The Dreamer Craft juga menjual tempat paspor dan barang kerajinan kulit lainnya. ",https://www.instagram.com/thedreamercraft/
BD_53,Bandung,Rona Ratu Fashion,Craft,Anting bunga,<25.000,4.8,Souvenir,Rona Ratu Fashion menjual anting bunga mawar berkualitas dalam berbagai warna dan ukuran.,https://shopee.co.id/ronaratu.1
BD_54,Bandung,Diah CraftShop,Craft,Tas Rajut,25.000-50.000,4.9,Souvenir,"Diah CraftShop merupakan toko yang memiliki spesialis dalam tas rajut. Toko ini menjual tas dalam berbagai ukuran dan bentuk, mulai dari tas gendong rajut hingga tas selempang rajut. ",https://www.tokopedia.com/diahcraftshop
BD_55,Bandung,Krizatnik.Craft,Craft,Tas Rajut,25.000-50.000,4.3,Souvenir,"Krizatnik.Craft menjual tas rajut dengan berbagai ukuran dan bentuk. Selain itu, Krizatnik.Craft juga menjual berbagai barang hasil rajutan yang lain, seperti boneka dan topi rajut.",https://www.instagram.com/krizatnik.craft/
